x,y,z,label
-21.241015188236062,-36.858256307357024,-0.7000018215757109,blue_cone
-18.03576540995096,-40.24187145730367,-0.7000018215758246,blue_cone
-14.79701385521039,-42.10910530758733,-0.7000017946096477,blue_cone
-11.852486580980745,-41.00577171598199,-0.7000018172889213,blue_cone
-10.541907177155778,-37.53235202986815,-0.7000017995154622,blue_cone
-10.178290891538785,-33.041918296910175,-0.7000017941206806,blue_cone
-10.37413205681643,-28.217004592781404,-0.7000017946446633,blue_cone
-10.626563717047263,-23.683491291241815,-0.7000017943596504,blue_cone
-10.286789223845139,-18.854781556611467,-0.7000018697939367,blue_cone
-8.80626769321039,-14.84418090973928,-0.7000017945985064,blue_cone
-6.402708834603657,-11.218427159809092,-0.7000017941110173,blue_cone
-3.7322051563321974,-7.21190363882534,-0.7000017943669263,blue_cone
-2.123619467501118,-3.3496764380639217,-0.7000099746674096,blue_cone
-1.669271491499106,0.8678735708261922,-0.7000017943722696,blue_cone
-2.857277327522529,5.0049184054165465,-0.700001794376476,blue_cone
-5.5925927516170395,7.834454542526862,-0.7000017943786361,blue_cone
-9.471239549163446,9.367680721719065,-0.7000017990575316,blue_cone
-14.13106010832125,9.818856863013362,-0.7000017943657895,blue_cone
-18.76713496416634,9.545005090682158,-0.7000017964949166,blue_cone
-23.286211868899056,9.100086353059456,-0.7000017943757939,blue_cone
-27.428431108896973,9.339885090086298,-0.700001799123811,blue_cone
-30.573183472020723,11.228828368730465,-0.700001819068234,blue_cone
-32.49465150183601,14.82362142315725,-0.7000017943589683,blue_cone
-33.57244285391906,19.121945250037008,-0.7000018000601358,blue_cone
-34.41292914218307,23.636404916148585,-0.700001794385912,blue_cone
-35.38974841460192,28.722396442670316,-0.7000017994162135,blue_cone
-36.41225902830698,33.164004051880816,-0.7000026982941563,blue_cone
-37.67261541642556,37.54185397981176,-0.7000017991917957,blue_cone
-39.496843748864755,42.35991154061357,-0.7000018062883555,blue_cone
-41.57469932417205,46.3171241031012,-0.7000017919463062,blue_cone
-44.054710944291855,49.40668142131128,-0.7000018004995354,blue_cone
-47.16889806216055,50.62429676965484,-0.7000018007515791,blue_cone
-49.31238322726412,47.691209392887934,-0.7000017944058072,blue_cone
-50.23245894952738,43.532115390865215,-0.7000017998649355,blue_cone
-50.621801742876585,38.86360905742096,-0.7000026982880172,blue_cone
-50.91794433781148,33.959492140509596,-0.7000186701352504,blue_cone
-51.43613363975253,29.687797896522525,-0.7000017943995545,blue_cone
-52.081215194778935,24.941207019425512,-0.7000017943856847,blue_cone
-51.55910839560634,20.679187643850888,-0.7000018329458726,blue_cone
-49.80281308067134,17.12310269979536,-0.7000017985008071,blue_cone
-46.683937317907905,13.372904546101665,-0.7000017970093495,blue_cone
-43.57731803686134,10.54534621490178,-0.7000017943759076,blue_cone
-39.86349897041296,7.558957673434627,-0.7000018190672108,blue_cone
-36.29979428394701,4.383163292269797,-0.700001794372497,blue_cone
-34.40762617306743,1.1243127905856483,-0.7000018697059431,blue_cone
-34.669747612465684,-2.6454142682292314,-0.7000099827100712,blue_cone
-37.00737445398907,-6.889566525189075,-0.7000017943655621,blue_cone
-39.60098985586439,-10.545695761989355,-0.7000018252442715,blue_cone
-42.308676837016556,-14.529026002720732,-0.7000017943611283,blue_cone
-44.57538738361806,-18.577086104932786,-0.7000017948868162,blue_cone
-46.04980153761184,-22.728252689581275,-0.7000017952267399,blue_cone
-45.86538746985509,-26.317396951841083,-0.7000113124358904,blue_cone
-43.052952413246935,-27.704710363716092,-0.700001794130344,blue_cone
-38.82225433388783,-27.21276534490028,-0.7000100018121884,blue_cone
-34.16815884326517,-26.403198222790085,-0.7000017952267399,blue_cone
-30.367888441876108,-26.95134974365706,-0.7000017949158064,blue_cone
-27.09687342599122,-29.31175018808048,-0.7000017943562398,blue_cone
-23.790715513258633,-38.920141008210166,-0.7000047603987696,yellow_cone
-21.00747712864696,-41.978242017524494,-0.7000056506581132,yellow_cone
-17.47546883764062,-44.57146278225729,-0.7000019096356027,yellow_cone
