x,y,z,label
-18.519699494770403,-37.28755074288655,-0.7000018215757109,blue_cone
-15.076112388566097,-40.42828082777582,-0.7000018215758246,blue_cone
-11.709753364903479,-42.05422695504599,-0.7000017946096477,blue_cone
-8.853577546449763,-40.73899101532747,-0.7000018172889213,blue_cone
-7.799924383391737,-37.17920482770451,-0.7000017995154622,blue_cone
-7.764915266439706,-32.67420912571067,-0.7000017941206806,blue_cone
-8.312277273249912,-27.876444974795405,-0.7000017946446633,blue_cone
-8.89481733115186,-23.373433573603656,-0.7000017943596504,blue_cone
-8.908268277043682,-18.532803089916715,-0.7000018697939367,blue_cone
-7.724320579754709,-14.42486815841539,-0.7000017945985064,blue_cone
-5.591716014791283,-10.63340627526044,-0.7000017941110173,blue_cone
-3.220660457196163,-6.442712279911371,-0.7000017943669263,blue_cone
-1.8981640894578025,-2.473411305440881,-0.7000099746674096,blue_cone
-1.7527545522449244,1.7660481208626262,-0.7000017943722696,blue_cone
-3.2394473669694546,5.805384985309921,-0.700001794376476,blue_cone
-6.1739251061886575,8.427800974151022,-0.7000017943786361,blue_cone
-10.154103415390123,9.673940662805338,-0.7000017990575316,blue_cone
-14.834423139247146,9.783917189836696,-0.7000017943657895,blue_cone
-19.43815984056446,9.172530857676755,-0.7000017964949166,blue_cone
-23.912728783002194,8.39907010666991,-0.7000017943757939,blue_cone
-28.061403952197132,8.335998663100463,-0.700001799123811,blue_cone
-31.33559832591132,9.990454869364541,-0.700001819068234,blue_cone
-33.51423375497533,13.435469261349636,-0.7000017943589683,blue_cone
-34.90277333847321,17.643696886420166,-0.7000018000601358,blue_cone
-36.070410407407834,22.084798884005657,-0.700001794385912,blue_cone
-37.41571807344532,27.0859620469629,-0.7000017994162135,blue_cone
-38.759578756900595,31.441125025864977,-0.7000026982941563,blue_cone
-40.33599927574025,35.71534619051447,-0.7000017991917957,blue_cone
-42.5069079110029,40.38745956300613,-0.7000018062883555,blue_cone
-44.86795746554546,44.18251688240723,-0.7000017919463062,blue_cone
-47.566783954104324,47.08288886597895,-0.7000018004995354,blue_cone
-50.76151208153761,48.07003664286332,-0.7000018007515791,blue_cone
-52.68527554928438,44.98837080553907,-0.7000017944058072,blue_cone
-53.299436643556305,40.77323042796653,-0.7000017998649355,blue_cone
-53.34711088782298,36.08875966142569,-0.7000026982880172,blue_cone
-53.28464236401993,31.176106523374443,-0.7000186701352504,blue_cone
-53.489772509376465,26.87798908777261,-0.7000017943995545,blue_cone
-53.78680654571868,22.096982295429584,-0.7000017943856847,blue_cone
-52.95511929963084,17.884417638096657,-0.7000018329458726,blue_cone
-50.94404061658042,14.46595659646093,-0.7000017985008071,blue_cone
-47.55985010775751,10.95331844038596,-0.7000017970093495,blue_cone
-44.25520248966239,8.359966633567929,-0.7000017943759076,blue_cone
-40.333384695545845,5.652511413500065,-0.7000018190672108,blue_cone
-36.54746144518076,2.7452023163928168,-0.700001794372497,blue_cone
-34.42255940071565,-0.36690276756315754,-0.7000018697059431,blue_cone
