x,y,z,label
-1.678280460230101,4.476331019270433,-0.7000018215757109,blue_cone
-2.2750205591911556,9.098709073739483,-0.7000018215758246,blue_cone
-3.7921341057871407,12.515497093461304,-0.7000017946096477,blue_cone
-6.821461805882033,13.35856267126933,-0.7000018172889213,blue_cone
-9.92668331330081,11.323897568733473,-0.7000017995154622,blue_cone
-12.86582667570625,7.909567735738298,-0.7000017941206806,blue_cone
-15.54993780557467,3.8953812108215233,-0.7000017946446633,blue_cone
-18.016656137595223,0.08332595560852935,-0.7000017943596504,blue_cone
-21.13581271331763,-3.618396165738822,-0.7000018697939367,blue_cone
-24.694811474884894,-5.987022216116415,-0.7000017945985064,blue_cone
-28.772965344401268,-7.500906775278156,-0.7000017941110173,blue_cone
-33.291138375748524,-9.165218368299078,-0.7000017943669263,blue_cone
-36.866213594417836,-11.338507131779453,-0.7000099746674096,blue_cone
-39.717917414336235,-14.478880594323188,-0.7000017943722696,blue_cone
-41.19507631247318,-18.52171368752544,-0.700001794376476,blue_cone
-40.651662421048464,-22.41952417074665,-0.7000017943786361,blue_cone
-38.420711273396556,-25.94337724280683,-0.7000017990575316,blue_cone
-34.92108845979337,-29.053060139266048,-0.7000017943657895,blue_cone
-31.013538776031982,-31.562888884647766,-0.7000017964949166,blue_cone
-27.099754618987646,-33.86556175026398,-0.7000017943757939,blue_cone
-23.89386167105037,-36.49951962252667,-0.700001799123811,blue_cone
-22.46549409298343,-39.87847511161418,-0.700001819068234,blue_cone
-23.030530895402205,-43.915220075774,-0.7000017943589683,blue_cone
-24.691759275448362,-48.02344867076192,-0.7000018000601358,blue_cone
-26.6720700927814,-52.1665311397048,-0.700001794385912,blue_cone
-28.87890587648509,-56.85175915150793,-0.7000017994162135,blue_cone
-30.669213016338706,-61.043203586821996,-0.7000026982941563,blue_cone
-32.22976694671151,-65.32324326502058,-0.7000017991917957,blue_cone
-33.5940057634073,-70.29117443595018,-0.7000018062883555,blue_cone
-34.2461739225476,-74.71290393341484,-0.7000017919463062,blue_cone
-34.062239424371555,-78.67042716882551,-0.7000018004995354,blue_cone
-32.2630902942748,-81.48890387607238,-0.7000018007515791,blue_cone
