x,y,z,label
-60.395190002334836,67.86738190218188,-0.7000018215757109,blue_cone
-64.663631683293,69.738981015348,-0.7000018215758246,blue_cone
-68.37350256467047,70.20042649261163,-0.7000017946096477,blue_cone
-70.65758755466479,68.03928289684346,-0.7000018172889213,blue_cone
-70.51493595593956,64.3295776240496,-0.7000017995154622,blue_cone
-69.10446455195509,60.050935043534736,-0.7000017941206806,blue_cone
-67.0485152854345,55.68158513447499,-0.7000017946446633,blue_cone
-65.0536971600126,51.60271700167008,-0.7000017943596504,blue_cone
-63.489766450136784,47.021668525365556,-0.7000018697939367,blue_cone
-63.2948829856978,42.75096811598855,-0.7000017945985064,blue_cone
-64.10004315826689,38.476052615253096,-0.7000017941110173,blue_cone
-65.00314488429873,33.746546521346914,-0.7000017943669263,blue_cone
-64.98392920929544,29.562770998395465,-0.7000099746674096,blue_cone
-63.76312783385167,25.500283563030187,-0.7000017943722696,blue_cone
-61.06042300342516,22.15037544049523,-0.700001794376476,blue_cone
-57.44033742671643,20.606611974867185,-0.7000017943786361,blue_cone
-53.27072682826526,20.701643306337303,-0.7000017990575316,blue_cone
-48.80198252667101,22.09728363285123,-0.7000017943657895,blue_cone
-44.636944705392914,24.151704429458146,-0.7000017964949166,blue_cone
-40.64620000612775,26.318260567494594,-0.7000017943757939,blue_cone
-36.73651742239166,27.70745665189711,-0.700001799123811,blue_cone
-33.10481476132884,27.189470245766035,-0.700001819068234,blue_cone
-29.937108799273272,24.62427718642041,-0.7000017943589683,blue_cone
-27.273259709112125,21.082931404913776,-0.7000018000601358,blue_cone
-24.744038766058456,17.25020330355741,-0.700001794385912,blue_cone
-21.86704407160811,12.943883851063864,-0.7000017994162135,blue_cone
-19.198432021404304,9.249033944119994,-0.7000026982941563,blue_cone
-16.335462181659498,5.705381603205618,-0.7000017991917957,blue_cone
-12.781849373388882,1.9753248104786776,-0.7000018062883555,blue_cone
-9.329177020089695,-0.862996643710217,-0.7000017919463062,blue_cone
-5.8432440587554755,-2.745572923046155,-0.7000018004995354,blue_cone
-2.50065721111615,-2.656906652064807,-0.7000018007515791,blue_cone
-1.6658693863629157,0.8787205200805019,-0.7000017944058072,blue_cone
-2.4348458281162917,5.068383690836349,-0.7000017998649355,blue_cone
-3.8908331233260487,9.521095245869965,-0.7000026982880172,blue_cone
-5.5242762536879795,14.154660472684446,-0.7000186701352504,blue_cone
-6.707303468238645,18.29185015607956,-0.7000017943995545,blue_cone
-7.958016160617142,22.915914702374216,-0.7000017943856847,blue_cone
-10.095768444000488,26.639813176071502,-0.7000018329458726,blue_cone
-13.09624472805832,29.23354705436502,-0.7000017985008071,blue_cone
-17.42760074098932,31.476475342288484,-0.7000017970093495,blue_cone
-21.389021541669763,32.87408570059456,-0.7000017943759076,blue_cone
-25.97163057687142,34.18200886707265,-0.7000018190672108,blue_cone
-30.489555043656782,35.72279423700568,-0.700001794372497,blue_cone
-33.49967985089309,37.989852991651716,-0.7000018697059431,blue_cone
-34.72351596371694,41.56501381543314,-0.7000099827100712,blue_cone
-34.21948270227034,46.38406746753367,-0.7000017943655621,blue_cone
-33.251019650960096,50.76084723892696,-0.7000018252442715,blue_cone
-32.30464322462889,55.48343765672847,-0.7000017943611283,blue_cone
-31.78972562887994,60.0942539795485,-0.7000017948868162,blue_cone
-32.044876061733454,64.49209201290239,-0.7000017952267399,blue_cone
-33.609936551744326,67.7272969131067,-0.7000113124358904,blue_cone
-36.74046546066189,67.91227853608106,-0.700001794130344,blue_cone
-40.44723007944649,65.81449108232003,-0.7000100018121884,blue_cone
-44.42063155559844,63.25947944431337,-0.7000017952267399,blue_cone
-48.13511751965886,62.287307012951196,-0.7000017949158064,blue_cone
-52.06641515571266,63.190594557942575,-0.7000017943562398,blue_cone
-58.8474840412937,70.7582202797447,-0.7000047603987696,yellow_cone
-62.60057011453233,72.49394566574544,-0.7000056506581132,yellow_cone
-66.86283657688645,73.51029260762607,-0.7000019096356027,yellow_cone
-70.74427726743903,72.86578866796967,-0.7000018215759383,yellow_cone
-73.38453091671285,70.15332215121725,-0.7000017969755845,yellow_cone
-74.06764835492149,66.28088654787524,-0.7000017996006136,yellow_cone
-73.30190953902887,62.01757401300074,-0.7000018008833422,yellow_cone
-71.6704322883568,57.727513360754884,-0.7000018547313402,yellow_cone
-69.74043576946822,53.73608436523398,-0.7000018008376401,yellow_cone
-67.70341667956501,49.47534320780807,-0.7000018044874423,yellow_cone
-66.55997500019069,45.45647070592127,-0.7000127771034386,yellow_cone
-66.9151171704136,40.894596565979306,-0.7000017943639705,yellow_cone
-67.91843003571678,36.362532563154595,-0.700001794366699,yellow_cone
-68.39476967473374,32.18937878277272,-0.7000017969920691,yellow_cone
-67.96267787840925,27.61839282660657,-0.7000017943718149,yellow_cone
-66.52227029996351,23.696862114526198,-0.7000017943739749,yellow_cone
-63.95928591107199,20.31223450417631,-0.7000017944000092,yellow_cone
-60.52863107085392,18.098015558913318,-0.7000153509761731,yellow_cone
-56.61035905368338,17.214714800427664,-0.7000017995060261,yellow_cone
-52.16564243096376,17.578169505289736,-0.7000017991991854,yellow_cone
-48.039734590457755,18.86469317944866,-0.7000017943853436,yellow_cone
-44.02213524503284,20.759482410662667,-0.7000017943842067,yellow_cone
-39.568303908792075,23.186919076679608,-0.700001794387731,yellow_cone
-35.77755882641208,24.50406634752497,-0.7000017943752255,yellow_cone
-32.994381601962836,23.092351185180675,-0.7000020244397547,yellow_cone
-30.360427843111143,19.78570777473324,-0.7000017943790908,yellow_cone
-27.488894881194422,15.456297856613313,-0.700001842433494,yellow_cone
-25.082246070728424,11.834323655820766,-0.7000017949873154,yellow_cone
-22.382170867669103,8.027947337499283,-0.7000026982941563,yellow_cone
-19.430103180265846,4.281299990751511,-0.7000017944064894,yellow_cone
-16.30357567818542,0.8327014532828718,-0.7000017919017409,yellow_cone
-13.107243363681441,-2.106377282506039,-0.7000017990434344,yellow_cone
-9.338432950856795,-4.728760103713913,-0.7000017944087631,yellow_cone
-5.216995779358209,-6.294372988865123,-0.7000018009475752,yellow_cone
-1.528871641879283,-5.908163226909531,-0.7000018008832285,yellow_cone
0.9074897668271653,-3.4270251552920574,-0.70000180099521,yellow_cone
1.6283432376308056,0.5347050978359182,-0.7000017997730765,yellow_cone
1.0074521370139007,4.854786767097595,-0.7000018104954506,yellow_cone
-0.27172707024284026,9.116686560740073,-0.7000017944201318,yellow_cone
-1.974000772388906,13.892409448029778,-0.7000026982941563,yellow_cone
-3.3340924301727366,18.329445193382597,-0.7000017943900048,yellow_cone
-4.48924138899622,22.858062025629565,-0.7000017943959165,yellow_cone
-6.190480251675394,26.820398378795304,-0.7000017944716319,yellow_cone
-8.675001247480603,29.899139468531516,-0.7000018053192889,yellow_cone
-12.282587728488705,32.59212934617709,-0.7000017943820467,yellow_cone
-16.181634447484555,34.50961174566117,-0.7000017948010964,yellow_cone
-20.42461312871087,36.0081347511443,-0.700001794726063,yellow_cone
-25.082876190622134,37.338343255161924,-0.7000017991215373,yellow_cone
-29.429077930799682,38.85332637608696,-0.7000017944267256,yellow_cone
-31.383218117153604,41.17662989692519,-0.7000018252066411,yellow_cone
-31.10971243879724,45.198220087830016,-0.7000018141112605,yellow_cone
-30.0513451439746,50.043615343266026,-0.7000017932123228,yellow_cone
-29.193552103242716,54.227904245855235,-0.7000018448616174,yellow_cone
-28.552995895648156,59.24672826128058,-0.7000017944310457,yellow_cone
-28.57020642756953,63.293135542962375,-0.7000044751625865,yellow_cone
-29.469982053545987,67.32598942853573,-0.700001794359423,yellow_cone
-31.928147317735913,70.56065832309953,-0.7000018188314243,yellow_cone
-35.57978062074278,71.50291922957574,-0.7000017944207002,yellow_cone
-39.56797649999275,70.22500487490476,-0.700001794216746,yellow_cone
-43.3793790638599,67.76838054828828,-0.7000017929372007,yellow_cone
-46.951105215422906,65.75731368296321,-0.7000017973404056,yellow_cone
-50.76689725205607,66.20117496108085,-0.7000017973405193,yellow_cone
-56.88871110855274,65.71666290241916,-0.6999995411965187,big_cone
-55.190838907020435,68.52507114875309,-0.6999992052547555,big_cone
-56.332461536959755,65.38246076263171,-0.6999993981647208,big_cone
-54.64206883253546,68.19219550852796,-0.6999993981647208,big_cone
